"Ref","Ref Eleitor","Data Cadastro","Data Atualização","Data Solicitação","Descrição","Status","Categoria","Origem","Escritório","Secretaria"
"56328","225141","2025-12-22 10:28:57","2025-12-22 10:28:57","2025-11-17","CONSULTA COM PSIQUIATRA DIA 17/11 AS 12 HORAS NA UBS SÃO FRANCISCO - DR ROGÉRIO","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56330","225244","2025-12-22 10:34:19","2025-12-22 10:34:19","2025-11-18","CIRURGIA FEITA NA CASA DE SAUDE FEITA DIA 22/11 NA CASA DE SAÚDE E TRANFERIDA PARA O HOSPITAL SÃO PAULO","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56331","214246","2025-12-22 10:34:31","2025-12-22 10:34:31","2025-10-15","_Fazer requerimento ao diretor do HSP, possibilidade de criação de uma sala de observação exclusiva para crianças","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Saúde"
"56332","225245","2025-12-22 10:35:48","2025-12-22 10:35:48","2025-11-18","OTORINO DIA 03/12 AS 7 HORAS NA UBS DO PORTO, DRA DANIELA","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56333","225247","2025-12-22 10:38:36","2025-12-22 10:38:36","2025-11-19","CONSULTA PSIQUIATRA - DR ROGÉRIO","aguardando execuçao","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56334","225246","2025-12-22 10:38:46","2025-12-22 10:38:46","2025-10-15","_Pedir parar fazer limpeza da Rua São João Batista Bairro Gaspar, muito barro foi passado para os responsáveis e feito a limpeza.","Concluído","Limpeza","Por telefone","Principal","Secretaria de Serviços Urbanos"
"56335","211021","2025-12-22 10:42:35","2025-12-22 10:42:35","2025-11-22","PRECISA DE CIRURGIA NO MAXILAR , COM COMPLICAÇÕES NOSDENTES, FOI ENCAMINHADO E FEITO NO HOSPITAL SÃO PAULO","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56337","212869","2025-12-22 10:45:27","2025-12-22 10:45:27","2025-11-22","RNM DOS JOELHOS
RNM DA COLUNA LOMBAR","aguardando execuçao","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56338","225248","2025-12-22 10:48:44","2025-12-22 10:48:44","2025-11-24","CONSULTA COM PSIQUIATRA - DR ROGÉRIO, DIA 01/12 AS 7 HORAS NA UBS SÃO FRANCISCO","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56339","214246","2025-12-22 10:49:33","2025-12-22 10:49:33","2025-10-20","-Foi feito uma moção de pesar a familia de Gilmar Melo Magalhães, homem integro, trabalhador,exemplo de vida ","Concluído","Outros","Pessoal","Principal","Secretaria de Administração"
"56340","214246","2025-12-22 10:52:24","2025-12-22 10:52:24","2025-10-20","_Foi feito moção de aplausos a defesa civil de Muriaé, pelos relevantes serviços prstados a população de Muriaeense.","Concluído","Outros","Pessoal","Principal","Secretaria de Administração"
"56341","225249","2025-12-22 10:54:13","2025-12-22 10:54:13","2025-11-25","CIRURGIA DE CATARATA","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56342","224666","2025-12-22 10:55:06","2025-12-22 10:55:06","2025-11-25","CONSULTA OTORINO","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56344","225251","2025-12-22 10:57:41","2025-12-22 10:57:41","2025-11-25","CONSULTA MEDICO DE RIM, NEFROLOGISTA DIA 08/12 AS 7 HORAS NO CEAE","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56347","215027","2025-12-22 11:00:06","2025-12-22 11:00:06","2025-11-25","CONSULTA DR TALITA ENDOCRINOLOGISTA DIA 27/11 AS 13 HORAS NA UBS SÃO CRISTÓVÃO","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56348","225252","2025-12-22 11:01:02","2025-12-22 11:01:02","2025-11-03","_Pedir para fazer reparo,rede esgoto rebentada na rua 7 de Setembro bairro Gaspar 
_Foi passado e feito ","Concluído","Saneamento, Água e Esgoto","WhatsApp","Principal","Secretaria de Obras"
"56349","216045","2025-12-22 11:03:18","2025-12-22 11:03:18","2025-11-25","CIRURGIA DE VARIZES","Concluído","Atendimento médico em ubs clinico geral","Por telefone","Principal","Secretaria de Saúde"
"56350","225239","2025-12-22 11:05:27","2025-12-22 11:05:27","2025-11-04","_Foi entregue cesta básica ","Concluído","Cestas Básicas","WhatsApp","Principal","Ação Social"
"56351","225253","2025-12-22 11:07:14","2025-12-22 11:07:14","2025-11-26","CONSULTA NEUROLOGISTA","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56352","214246","2025-12-22 11:08:31","2025-12-22 11:08:31","2025-11-04","_ Fazer indicação solicitando as empresas terceirizadas para refazer os asfaltos em vias afetadas por obras de rede esgoto","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Obras"
"56353","221947","2025-12-22 11:08:34","2025-12-22 11:08:34","2025-11-26","CONSULTA DIA 26/11 UBS GASPAR - DR REBECA","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56354","222065","2025-12-22 11:10:44","2025-12-22 11:10:44","2025-11-25","CONSULTA PSIQUITRA 11/12 AS 7 HORAS NA UBS SÃO FRANCISCO - DR JOSÉ MARIA","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56355","225255","2025-12-22 11:17:12","2025-12-22 11:17:12","2025-11-05","_Buraco na rua Dom Pedro 1 Bairro Gaspar, foi encaminhado e feito ","Concluído","Outros","Por telefone","Principal","Secretaria de Obras"
"56356","225256","2025-12-22 11:20:57","2025-12-22 11:20:57","2025-11-06","_Pedir para arrumar rede esgoto rebentada em frente ao N°20, foi passado e feito","Concluído","Saneamento, Água e Esgoto","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56357","225257","2025-12-22 11:26:54","2025-12-22 11:26:54","2025-11-11","_Pedir para cortar uma árvore que está prejudicando a casa Rua Joaquim Rodrigues de Almeida N°19 Bairro São Joaquim casa Eusileni","aguardando execuçao","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"56358","225254","2025-12-22 11:30:48","2025-12-22 11:30:48","2025-11-26","CONSULTA UROLOGISTA, POS CIRURGIA MAIS DE 2 ANOS COM ALGUMAS COMPLICAÇÕES","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56359","214243","2025-12-22 11:34:41","2025-12-22 11:34:41","2025-11-27","CONSULTA UROLOGISTA","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56360","225260","2025-12-22 11:36:51","2025-12-22 11:36:51","2025-11-27","CONSULTA COM DR. SONIA - UBS SANTANA","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56361","225259","2025-12-22 11:36:56","2025-12-22 11:36:56","2025-11-12","_Pedir para fazer retirada das árvores cortadas na rua das Carmélias esquina com a rua da Samambaia perto do N°245","Concluído","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"56362","225258","2025-12-22 11:38:12","2025-12-22 11:38:12","2025-11-27","RNM MEMBROS INFERIORES","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56363","225261","2025-12-22 11:43:48","2025-12-22 11:43:48","2025-11-13","_Pedir para arrumar iluminação da pracinha entrada do bairro Gaspar, foi passado e feito","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56364","222274","2025-12-22 11:45:14","2025-12-22 11:45:14","2025-11-28","CONSULTA DR WILSON BATISTA DIA 08/12 AS 8 HORAS NO AMBULATORIO","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56365","225262","2025-12-22 11:46:44","2025-12-22 11:46:44","2025-11-28","CONSULTA COM DERMATOLOGISTA DIA 04/12 AS 8 HORAS NO SESC - DRA KARINE","Concluído","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56366","225263","2025-12-22 11:47:32","2025-12-22 11:47:32","2025-11-28","CIRURGIA CATARATA","aguardando execuçao","Atendimento médico em ubs clinico geral","Pessoal","Principal","Secretaria de Saúde"
"56367","225264","2025-12-22 11:48:18","2025-12-22 11:48:18","2025-11-13","_Pedir a secretaria de obras para arrumar um buraco que abril no asfalto rua São João Batista bairro Gaspar","Concluído","Outros","WhatsApp","Principal","Secretaria de Obras"
"56368","218027","2025-12-22 11:51:51","2025-12-22 11:51:51","2025-11-14","_Pedir para fazer limpeza e capina nas ruas, foi passado e feito","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56369","219530","2025-12-22 11:52:03","2025-12-22 11:52:03","2025-12-01","EXAME TC - ABDOME TOTAL, FOI ENCAMINHADO E LIBERADO DIA 03/12 HOSPITAL SÃO PAULO AS 15 HORAS","Concluído","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56370","221947","2025-12-22 11:52:48","2025-12-22 11:52:48","2025-12-01","RN OMBRO","aguardando execuçao","Exames de sangue","Pessoal","Principal","Secretaria de Saúde"
"56385","214246","2025-12-23 08:08:07","2025-12-23 08:08:07","2025-11-17","_Fazer indicação da conclusão e liberação da via de drenagem pluvial no bairro Rosário 
_Indicação secretaria de obras.","Concluído","Outros","Pessoal","Principal","Secretaria de Obras"
"56386","225268","2025-12-23 08:13:23","2025-12-23 08:13:23","2025-11-17","_Morador precisa ter acesso ao porteira a dentro,foi encaminhado e passado como deveria ter feito","Concluído","Outros","WhatsApp","Principal","Secretaria da Fazenda"
"56387","225269","2025-12-23 08:17:29","2025-12-23 08:17:29","2025-11-18","_Fazer indicação na estrada da Vila Santa Rita difícil acesso, precisa de saibro ","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"56388","225270","2025-12-23 08:20:53","2025-12-23 08:20:53","2025-11-18","_Fazer indicação do muro do cemitério que caiu Distrito De Itamuri","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"56389","214246","2025-12-23 08:23:00","2025-12-23 08:23:00","2025-11-27","_Moção de pesar para familiares da Vilma uma pessoa maravilhosa","Concluído","Outros","Pessoal","Principal","Secretaria de Cultura"
"56390","214246","2025-12-23 08:27:11","2025-12-23 08:27:11","2025-12-01","_Fazer requerimento a saúde e epdemiologia referente aos números de casos","Concluído","Outros","Pessoal","Principal","Secretaria de Saúde"
"56391","214246","2025-12-23 08:32:17","2025-12-23 08:32:17","2025-12-01","_Oficio ao DNIT resposta a Munik
_Fazer indicação para secretaria de obras ","Concluído","Outros","Pessoal","Principal","Secretaria de Trânsito"
"56395","225271","2025-12-23 08:40:30","2025-12-23 08:40:30","2025-12-02","_Fazer indicação limpeza da pracinha, manutenção de brinquedos quebrados
_Dedetização
_Bairro Cardoso de Melo","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"56397","225272","2025-12-23 08:44:51","2025-12-23 08:44:51","2025-12-11","_Fazer indicação limpeza e capina pracinha do bairro Safira e Rua José de Abreu
_Foi encaminhado e passado para os responsáveis","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"56398","225273","2025-12-23 08:49:58","2025-12-23 08:49:58","2025-12-15","_Moradora pediu para fazer reparos no bebedouro de água com defeito 
_Rua da Rede UAI","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56399","219903","2025-12-23 08:54:26","2025-12-23 08:54:26","2025-12-15","_Fazer indicação ao setor de obras, para fazer reparos no meio fio da rua Presidente Kennedy, devido a quantidade de água descendo para as casas da rua de baixo","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"56400","214246","2025-12-23 08:56:58","2025-12-23 08:56:58","2025-12-15","_Fazer indicação ao setor de obras para fazer reparos no muro da 7 de Setembro","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Obras"
"56402","225275","2025-12-23 09:21:52","2025-12-23 09:21:52","2025-12-16","_Fazer indicação, vistorias das ruas do bairro São Cristovão
_Foi passado para os responsáveis","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"56403","206716","2025-12-23 09:26:27","2025-12-23 09:26:27","2025-12-16","_Moradora pediu para fazer reparo no asfalto erosão, bairro São Joaquim 
_Já foi passado para os responsáveis","aguardando execuçao","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"56404","215027","2025-12-23 09:32:47","2025-12-23 09:32:47","2025-12-16","_Moradora reclamou que cano de rede esgosto arrebentou na rua São João Batista bairro Gaspar 
_Foi passado para o DEMSUR e feito","Concluído","Saneamento, Água e Esgoto","WhatsApp","Principal","Secretaria de Obras"
"56405","214246","2025-12-23 09:35:02","2025-12-23 09:35:02","2025-12-16","_Fazer nota sobre a obra do São Cristovão para os moradores
_Foi feito","Concluído","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56406","222480","2025-12-23 09:37:28","2025-12-23 09:37:28","2025-12-17","_Pedir para fazer limpeza na rua Júlio César Pereira Bairro Gaspar, muito barro na rua difícil acesso","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56408","225276","2025-12-23 09:41:01","2025-12-23 09:41:01","2025-12-17","_Fazer indicação para jogar saibro na estrada do Ivaí, difícil acesso muito barro ","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56409","213307","2025-12-23 09:44:12","2025-12-23 09:44:52","2025-12-17","_Pedir para fazer indicação estrada alagando, dificultando o acesso perto da escola distrito Macuco
_Foi feito a indicação","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"56411","222802","2025-12-23 09:47:18","2025-12-23 09:47:18","2025-12-17","_Pedir para trocar lâmpada queimada nos postes perto da pracinha 
_Rua Rosely Fitelman Zem Bairro Gaspar próximo ao N°255
_Foi feito","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Obras"
"56412","225272","2025-12-23 09:49:35","2025-12-23 09:49:35","2025-12-18","_Pedir para fazer retirada de um carro na rua Jhon Cardoso De Melo próximo ao N°70
_Foi encaminhado ao DETRAM","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Trânsito"
"56413","225277","2025-12-23 09:53:02","2025-12-23 09:53:02","2025-12-18","_Moradora solicitou cesta básica, foi passado para o CRAS e entregue","Concluído","Cestas Básicas","WhatsApp","Principal","Ação Social"
"56414","225278","2025-12-23 09:57:43","2025-12-23 09:57:43","2025-12-18","_Moradora pediu ajuda para conseguir aluguel social casa desativada
_Foi encaminhada a procurar os responsáveis","aguardando execuçao","Outros","WhatsApp","Principal","Ação Social"
"56415","214246","2025-12-23 09:59:51","2025-12-23 09:59:51","2025-12-16","_Fazer indicação para tampar os buracos bairro Santana 3","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"56416","207205","2025-12-23 10:01:59","2025-12-23 10:01:59","2025-07-27","_Pedir para passar cata treco no bairro Gaspar, foi feito","Concluído","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56417","214246","2025-12-23 10:05:27","2025-12-23 10:05:27","2025-09-29","_Moção de aplausos para esse excelente profissional","Concluído","Outros","Pessoal","Principal","Secretaria de Cultura"
"56419","214246","2025-12-23 10:09:16","2025-12-23 10:09:16","2025-12-23","_Foi feito requerimento ao Dr Geni DEMUTTRAM e área azul solicitando uma reunião ","Concluído","Outros","WhatsApp","Principal","Secretaria de Trânsito"
"56420","214246","2025-12-23 10:11:42","2025-12-23 10:11:42","2025-10-10","_Foi feito um projeto de lei de inauguração a obra do bairro Gaspar em homenagem ao Sr Orlando Silva","Concluído","Outros","Pessoal","Principal","Secretaria de Obras"
"56421","225272","2025-12-23 10:15:32","2025-12-23 10:15:32","2025-11-12","_Moradores pediram podas de árvores na rua Manoel Florentino De Carvalho do N°65 ao 115 Bairro Cardoso de Melo ","aguardando execuçao","Poda de Árvore","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"56423","214246","2025-12-23 11:47:29","2025-12-23 11:47:29","2025-12-22","_Pedir para fazer limpeza do escadão do bairro Inconfidência muito mato atrapalhando a passagem
_Foi feita a indicação","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"56424","214246","2025-12-23 11:49:30","2025-12-23 11:49:30","2025-12-22","_Moradores relataram um buraco aberto na rua Gaspar Zem bairro Gaspar 
_Foi encaminhado e passado ao DEMSUR e feito ","Concluído","Saneamento, Água e Esgoto","WhatsApp","Principal","Secretaria de Obras"
